fecha,titular,url
2024-12-26,MinCiencia ya cuenta con su propia Política de Gestión y Desarrollo de Personas,https://www.minciencia.gob.cl/noticias/minciencia-ya-cuenta-con-su-propia-politica-de-gestion-y-desarrollo-de-personas/
2024-12-26,Más de 5 mil millones de pesos para ciencia escolar: programa EXPLORA del MinCiencia adjudica 18 nuevo Proyectos Asociativos Regionales,https://www.minciencia.gob.cl/noticias/mas-de-5-mil-millones-de-pesos-para-ciencia-escolar-programa-explora-del-minciencia-adjudica-18-nuevo-proyectos-asociativos-regionales/
2024-12-26,Proyecto de Agua Potable Rural sin cloro avanza en Los Ríos,https://www.minciencia.gob.cl/noticias/proyecto-de-agua-potable-rural-sin-cloro-avanza-en-los-rios/
2024-12-20,ProChile y el Ministerio de Ciencia firman convenio para impulsar la internacionalización de empresas de base científica y tecnológica,https://www.minciencia.gob.cl/noticias/prochile-y-el-ministerio-de-ciencia-firman-convenio-para-impulsar-la-internacionalizacion-de-empresas-de-base-cientifica-y-tecnologica/
2024-12-20,Nodo Desierto Vivo continúa su trabajo en la macrozona norte con su cuarto año de ejecución ya formalizado,https://www.minciencia.gob.cl/noticias/nodo-desierto-vivo-continua-su-trabajo-en-la-macrozona-norte-con-su-cuarto-ano-de-ejecucion-ya-formalizado/
2024-12-18,MinCiencia realizó exitoso taller participativo con mujeres del ámbito EBTC en Puerto Varas,https://www.minciencia.gob.cl/noticias/minciencia-realizo-exitoso-taller-participativo-con-mujeres-del-ambito-ebtc-en-puerto-varas/
2024-12-16,Chile lidera la transición climática con ciencia e innovación,https://www.minciencia.gob.cl/noticias/chile-lidera-la-transicion-climatica-con-ciencia-e-innovacion/
2024-12-15,"Proyecto Explora-Nobel, la experiencia inolvidable de tres estudiantes chilenos en Suecia que reforzó su interés por la ciencia",https://www.minciencia.gob.cl/noticias/proyecto-explora-nobel-la-experiencia-inolvidable-de-tres-estudiantes-chilenos-en-suecia-que-reforzo-su-interes-por-la-ciencia/
2024-12-12,Con miras a diversificar la economía se realizó el Encuentro Startup Ciencia 2024,https://www.minciencia.gob.cl/noticias/con-miras-a-diversificar-la-economia-se-realizo-el-encuentro-startup-ciencia-2024/
2024-12-10,“La ciencia es más que una suma de proyectos”: ministra Aisén Etcheverry encabeza la entrega del nuevo Fondo de Investigación para Universidades a 21 instituciones,https://www.minciencia.gob.cl/noticias/la-ciencia-es-mas-que-una-suma-de-proyectos-ministra-aisen-etcheverry-encabeza-la-entrega-del-nuevo-fondo-de-investigacion-para-universidades-a-21-instituciones/
2024-12-06,Ministra de Ciencia: “Que tres escolares viajen al Nobel es una experiencia única en Latinoamérica”,https://www.minciencia.gob.cl/noticias/ministra-de-ciencia-que-tres-escolares-viajen-al-nobel-es-una-experiencia-unica-en-latinoamerica/
2024-12-05,"Con una inversión estimada de 4 mil millones de dólares y eje en sostenibilidad, ministra Aisén Etcheverry presenta Plan Nacional de Data Centers",https://www.minciencia.gob.cl/noticias/con-una-inversion-estimada-de-4-mil-millones-de-dolares-y-eje-en-sostenibilidad-ministra-aisen-etcheverry-presenta-plan-nacional-de-data-centers/
2024-12-02,Chile vive histórico apagón para proteger sus cielos,https://www.minciencia.gob.cl/noticias/chile-vive-historico-apagon-para-proteger-sus-cielos/
2024-11-29,Ministerio de Ciencia y ANID actualizaron su Política Nacional de Género en Ciencia que orienta a todo el sistema CTCI,https://www.minciencia.gob.cl/noticias/ministerio-de-ciencia-y-anid-actualizaron-su-politica-nacional-de-genero-en-ciencia-que-orienta-a-todo-el-sistema-ctci/
2024-11-28,“El Ministerio de Ciencia crece desde el norte para que la ciencia y los conocimientos tengan un mayor impacto en la ciudadanía”,https://www.minciencia.gob.cl/noticias/el-ministerio-de-ciencia-crece-desde-el-norte-para-que-la-ciencia-y-los-conocimientos-tengan-un-mayor-impacto-en-la-ciudadania/
2024-11-27,“Apagón por Nuestro Cielo”: La oportunidad de estudiar la contaminación lumínica,https://www.minciencia.gob.cl/noticias/apagon-por-nuestro-cielo-la-oportunidad-de-estudiar-la-contaminacion-luminica/
2024-11-20,Cupo Explora Unesco recibió más de 400 postulaciones para ingresar a la universidad,https://www.minciencia.gob.cl/noticias/cupo-explora-unesco-recibio-mas-de-400-postulaciones-para-ingresar-a-la-universidad/
2024-11-13,"Ministerio de Ciencia realiza encuesta para visibilizar a quienes promueven la ciencia, la tecnología y la innovación en cada rincón de Chile",https://www.minciencia.gob.cl/noticias/ministerio-de-ciencia-realiza-encuesta-para-visibilizar-a-quienes-promueven-la-ciencia-la-tecnologia-y-la-innovacion-en-cada-rincon-de-chile/
2024-11-07,MinCiencia y Corfo anuncian importante inversión estatal en capacidad de supercómputo para inteligencia artificial,https://www.minciencia.gob.cl/noticias/minciencia-y-corfo-anuncian-importante-inversion-estatal-en-capacidad-de-supercomputo-para-inteligencia-artificial/
2024-11-06,Exitoso cierre de Mesas de Género 2024 desarrolladas por la Seremi CTCI de la Macrozona Centro,https://www.minciencia.gob.cl/noticias/exitoso-cierre-de-mesas-de-genero-2024-desarrolladas-por-la-seremi-ctci-de-la-macrozona-centro/
2024-11-06,Laboratorio de Ciencia Pública apoyará el diseño y desarrollo de proyectos comunitarios,https://www.minciencia.gob.cl/noticias/laboratorio-de-ciencia-publica-apoyara-el-diseno-y-desarrollo-de-proyectos-comunitarios/
2024-10-30,Primer encuentro nacional de postdoctorados reunió a un centenar de investigadores que reflexionaron sobre condiciones laborales y desafíos futuros,https://www.minciencia.gob.cl/noticias/primer-encuentro-nacional-de-postdoctorados-reunio-a-un-centenar-de-investigadores-que-reflexionaron-sobre-condiciones-laborales-y-desafios-futuros/
2024-10-30,Plan de Data Centers se abre a consulta ciudadana convocada por el Ministerio de Ciencia,https://www.minciencia.gob.cl/noticias/plan-de-data-centers-se-abre-a-consulta-ciudadana-convocada-por-el-ministerio-de-ciencia/
2024-10-28,Conocimientos 2030: segunda etapa del concurso está abierta a todas las universidades y otorga financiamiento para los próximos seis años,https://www.minciencia.gob.cl/noticias/conocimientos-2030-segunda-etapa-del-concurso-esta-abierta-a-todas-las-universidades-y-otorga-financiamiento-para-los-proximos-seis-anos/
2024-10-28,Academia y emprendedores EBCT plantearon los desafíos y oportunidades para fortalecer la innovación y retener talento en el norte de Chile,https://www.minciencia.gob.cl/noticias/academia-y-emprendedores-ebct-plantearon-los-desafios-y-oportunidades-para-fortalecer-la-innovacion-y-retener-talento-en-el-norte-de-chile/
2024-10-25,Chile se suma a la carrera espacial: Ministra Aisén Etcheverry visita la NASA y firma Acuerdos de Artemis,https://www.minciencia.gob.cl/noticias/chile-se-suma-a-la-carrera-espacial-ministra-aisen-etcheverry-visita-la-nasa-y-firma-acuerdos-de-artemis/
2024-10-23,Cupo Explora-UNESCO ofrece 779 cupos para que jóvenes con trayectoria científica ingresen a la universidad el próximo año,https://www.minciencia.gob.cl/noticias/cupo-explora-unesco-ofrece-779-cupos-para-que-jovenes-con-trayectoria-cientifica-ingresen-a-la-universidad-el-proximo-ano/
2024-10-22,"Ministra Aisén Etcheverry inicia viaje a EEUU: agenda incluye Data Centers, reuniones en NASA y en la Casa Blanca",https://www.minciencia.gob.cl/noticias/ministra-aisen-etcheverry-inicia-viaje-a-eeuu-agenda-incluye-data-centers-reuniones-en-nasa-y-en-la-casa-blanca/
